program,title,link,upvotes,bounty
Quora,IDNs displayed in unicode,hackerone.com/reports/266454,3,0.0
Tor,Linux TBB SFTP URI allows local IP disclosure,hackerone.com/reports/253429,66,3000.0
Tor,Use of uninitialized value in memarea_strdup (src/common/memarea.c:369),hackerone.com/reports/274997,1,0.0
Inflection,Fake mailing reports using mail service on [URL : mail-txn.identity.com],hackerone.com/reports/280803,9,0.0
VK.com,CSRF Добавить просмотр к записи без ведома пользователя.,hackerone.com/reports/252324,11,100.0
Ruby,Ruby 2.3.x and 2.2.x still bundle DoS vulnerable verision of libYAML,hackerone.com/reports/235842,3,0.0
Ruby,Parsing invalid unicode codepoints using json c extension (2.0.1+) triggers a segfault,hackerone.com/reports/198927,3,0.0
VK.com,XSS в приглашении в группу,hackerone.com/reports/269940,13,500.0
Maximum,xss flash on http://presentatie.werkenbijmcdonalds.nl/,hackerone.com/reports/277197,8,25.0
Inflection,Host Header Injection and Cache Poisoning,hackerone.com/reports/277192,2,0.0
Inflection,Privilege Escalation.,hackerone.com/reports/240562,16,100.0
Gratipay,Sub Domain Takeover,hackerone.com/reports/221133,16,0.0
Boozt Fashion AB,Users Unable to login using Gmail/Facebook on https://boozt-stage1.booztx.com/login,hackerone.com/reports/279932,9,100.0
Tor,"Crashes/Buffer at 0x2C0086,name=PBrowser::Msg_Destroy",hackerone.com/reports/281682,0,0.0
Tor,Preferred language option fingerprinting issue in Tor Browser,hackerone.com/reports/281597,3,0.0
Ian Dunn,Formula injection via CSV exports in WordCamp Talks plugin,hackerone.com/reports/277525,12,50.0
Boozt Fashion AB,No Confirmation During Email Change,hackerone.com/reports/280304,0,0.0
Boozt Fashion AB,No Session change on Password change,hackerone.com/reports/280585,1,0.0
Zomato,Potential server misconfiguration leads to disclosure of vendor/ directory,hackerone.com/reports/271391,9,0.0
ownCloud,Banner Grabbing - Apache Server Version Disclousure,hackerone.com/reports/269467,17,0.0
Zomato,"IDOR to cancel any table booking and leak sensitive information such as email,mobile number,uuid",hackerone.com/reports/265258,27,250.0
Legal Robot,Legal Robot,hackerone.com/reports/276427,1,0.0
Tor,Use-after-free during XML transformations (MFSA-2016-27),hackerone.com/reports/126797,9,300.0
Slack,Many Slack teams can be joined by abusing an improperly configured support@ inbox,hackerone.com/reports/239623,83,1500.0
Legal Robot,Non-HTTPS link on blog,hackerone.com/reports/281274,2,0.0
Inflection,Open Redirect,hackerone.com/reports/243001,15,350.0
Mapbox,Logging a user into attacker's account using password reset link,hackerone.com/reports/53531,17,600.0
LibSass,stack overflow #6 in libsass,hackerone.com/reports/221292,5,0.0
LibSass,stack overflow #5 in libsass,hackerone.com/reports/221286,3,0.0
LibSass,stack overflow #4 in libsass,hackerone.com/reports/221267,3,0.0
LibSass,stack overflow #3 in libsass,hackerone.com/reports/221264,3,0.0
LibSass,stack overflow #2 in libsass,hackerone.com/reports/221262,3,0.0
LibSass,stack overflow in libsass,hackerone.com/reports/221260,6,0.0
Tor,Uncloaking hidden services and hidden service users,hackerone.com/reports/268113,1,0.0
Tor,Scrollbar Width permits detecting browser platform,hackerone.com/reports/252580,29,100.0
Tor,Simple CSS line-height identifies platform,hackerone.com/reports/256647,10,100.0
Legal Robot,Two accounts can be made with same password,hackerone.com/reports/277213,1,0.0
Legal Robot,Venturebeat.com URL should be HTTPS,hackerone.com/reports/268612,10,0.0
Legal Robot,Chat exposed using cookie,hackerone.com/reports/279070,0,0.0
Legal Robot,External links should be served in HTTPS.,hackerone.com/reports/272863,4,0.0
Tor,languagechange event fires simultaneously on all tabs,hackerone.com/reports/257942,10,100.0
Mail.ru,Clickjacking Full account takeover and editing the personal information at [account.my.com],hackerone.com/reports/261652,4,0.0
Tor,Enforce minimum master password complexity,hackerone.com/reports/280282,0,0.0
Tor,libevent (stack) buffer overflow in evutil_parse_sockaddr_port,hackerone.com/reports/112784,6,100.0
Tor,[tor] libevent dns remote stack overread vulnerability,hackerone.com/reports/112632,6,500.0
Tor,"smartlist_add, smartlist_insert (may) cause heap corruption as a result of inadequate checks in smartlist_ensure_capacity",hackerone.com/reports/112386,6,500.0
Tor,Heap corruption via memarea.c,hackerone.com/reports/138025,6,300.0
Tor,[tor] libevent dns OOB read,hackerone.com/reports/115702,8,200.0
Tor,[tor] control connection pre-auth DoS (infinite loop) with --enable-bufferevents,hackerone.com/reports/113424,5,100.0
Tor,potential memory corruption in or/buffers.c (particularly on 32 bit),hackerone.com/reports/163459,5,100.0
Tor,Overreads/overcopies in torsocks,hackerone.com/reports/126598,6,0.0
Inflection,No password confirmation on changing primary email address,hackerone.com/reports/276816,3,0.0
Gratipay,"Broken link for stale DNS entry may be leveraged for Phishing, Misinformation, Serving Malware",hackerone.com/reports/279351,0,0.0
GitLab,[Markdown] Stored XSS via character encoding parser bypass,hackerone.com/reports/270999,20,0.0
Lyst,SSRF at iris.lystit.com,hackerone.com/reports/206894,18,100.0
Vimeo,Watch any Password Video without password,hackerone.com/reports/155618,41,500.0
Vimeo,OAuth 2 Authorization Bypass via CSRF and Cross Site Flashing,hackerone.com/reports/136582,26,1000.0
Vimeo,Images and Subtitles Leakage from private videos,hackerone.com/reports/136850,16,125.0
CodeIgniter,If the developer forgets to remove the built in controller welcome.php it helps the attacker to identify that the site is built with Codeigniter,hackerone.com/reports/278225,3,0.0
QIWI,[qiwi.com] XSS on payment form,hackerone.com/reports/263684,28,550.0
Inflection,Open Redirect through POST Request,hackerone.com/reports/242243,17,350.0
HackerOne,Homograph fix Bypass,hackerone.com/reports/271324,66,750.0
Zendesk,"SSRF issue in ""URL target"" allows [REDACTED]",hackerone.com/reports/58897,11,100.0
Zendesk,Remote code execution as root on [REDACTED],hackerone.com/reports/58914,32,3000.0
Zendesk,open redirect in &lt;your_zendesk&gt;.zendesk.com,hackerone.com/reports/99516,12,100.0
Zendesk,Stored XSS in Draft Articles.,hackerone.com/reports/103651,9,100.0
Zendesk,Unvalidated / Open Redirect,hackerone.com/reports/188338,4,100.0
Zendesk,"Race Condition in Article ""Helpful"" Indicator",hackerone.com/reports/109485,7,50.0
WordPress,Clickjacking - https://mercantile.wordpress.org/,hackerone.com/reports/258283,8,0.0
WordPress,Clickjacking mercantile.wordpress.org,hackerone.com/reports/264125,9,0.0
WordPress,Clickjacking wordcamp.org,hackerone.com/reports/230581,12,0.0
Legal Robot,Cross Site WebSocket Hijacking,hackerone.com/reports/211283,0,0.0
Paragon Initiative Enterprises,Full Path Disclosure In EasyDB,hackerone.com/reports/119494,0,0.0
Paragon Initiative Enterprises,Your Application Have Cacheable SSL Pages,hackerone.com/reports/115296,2,0.0
Paragon Initiative Enterprises,Full Path Disclosure in password lock,hackerone.com/reports/115422,0,0.0
Paragon Initiative Enterprises,SMTP server allows anonymous relay from internal addresses to internal addresses,hackerone.com/reports/144385,3,0.0
Paragon Initiative Enterprises,Full Path Disclosure in airship.paragonie.com '/cabins/',hackerone.com/reports/226343,0,0.0
Paragon Initiative Enterprises,Non-secure requests are not automatically upgraded to HTTPS,hackerone.com/reports/241950,0,0.0
Paragon Initiative Enterprises,CSRF token does not valided during blog comment,hackerone.com/reports/273998,3,25.0
Paragon Initiative Enterprises,Improper access control lead,hackerone.com/reports/273805,8,100.0
Paragon Initiative Enterprises,Invited user to a Author profile can remove the owner of that Author,hackerone.com/reports/274541,4,50.0
Paragon Initiative Enterprises,Paragonie Airship Admin CSRF on Extensions Pages,hackerone.com/reports/243094,11,100.0
New Relic,A user with restricted privileges is able to view Phone Number + Billing Email of account owner,hackerone.com/reports/197059,16,0.0
Ian Dunn,HTML injection-WordCamp Talks plugin,hackerone.com/reports/199996,3,0.0
Legal Robot,XSS on app.legalrobot.com,hackerone.com/reports/277431,0,0.0
New Relic,Open redirection,hackerone.com/reports/207285,17,0.0
WordPress,[mercantile.wordpress.org] Reflected XSS via AngularJS Template Injection,hackerone.com/reports/230234,27,300.0
HackerOne,resolved bugs in a program are public despite the program settings,hackerone.com/reports/270993,25,500.0
Legal Robot,sql injection vulnerablity found,hackerone.com/reports/211988,3,0.0
Inflection,Identity Login Page Redirect Can Be Manipulated,hackerone.com/reports/243474,61,750.0
New Relic,Cross site scripting in a subdomain of newrelic.com,hackerone.com/reports/181528,4,0.0
WordPress,Clickjacking irclogs.wordpress.org,hackerone.com/reports/267075,0,0.0
New Relic,Privilege Escalation in Default Notification Preferences,hackerone.com/reports/210298,5,0.0
New Relic,Privilege Escalation in Share Report,hackerone.com/reports/210304,2,0.0
Khan Academy,Possible to join any class without coache's knowledge &amp; Little Information Disclosure,hackerone.com/reports/266090,3,0.0
New Relic,[docs-ra.newrelic.com] subdomain and Drupal takeover via unconfigured endpoint,hackerone.com/reports/207381,11,0.0
New Relic,Restricted User is able to edit Alert Conditions of Synthetics Monitors even if Synthetics Permissions is enabled by an admin,hackerone.com/reports/197436,5,0.0
New Relic,CSRF For Adding Users,hackerone.com/reports/225326,7,0.0
New Relic,newrelic.atlassian.net - jira information disclosure,hackerone.com/reports/197726,9,0.0
New Relic,"/accounts/USERID.json file is left open for Restricted User of organization disclosing Owners's Mobile Number and ""billing_info, cc_email""",hackerone.com/reports/221250,5,0.0
New Relic,Insecure transition from HTTP to HTTPS in form post,hackerone.com/reports/123915,0,0.0
New Relic,Directory listing - i am able to download all php_agent archive,hackerone.com/reports/207384,0,0.0
New Relic,Sensitive information disclosure,hackerone.com/reports/207388,0,0.0
New Relic,Moniter Failed Sends too many emails,hackerone.com/reports/194952,0,0.0
New Relic,Internal Ports Scanning via Blind SSRF,hackerone.com/reports/263169,12,0.0
Legal Robot,Legal Robot AWS S3 Bucket Directory Listing,hackerone.com/reports/194142,13,0.0
Legal Robot,cross site web socket hijacking,hackerone.com/reports/274324,1,0.0
Legal Robot,Information Discloser,hackerone.com/reports/260645,1,0.0
Legal Robot,Unable to change profile picture,hackerone.com/reports/255098,3,0.0
Legal Robot,[UX] Notify user on likely email address typo,hackerone.com/reports/255026,4,40.0
Rockstar Games,Stored XSS on support.rockstargames.com,hackerone.com/reports/265384,48,1000.0
Ubiquiti Inc.,Directory traversal at https://nightly.ubnt.com,hackerone.com/reports/229622,21,500.0
YouPorn,youporn email notification enable/disable,hackerone.com/reports/205506,11,0.0
Mail.ru,XSS in biz.mail.ru/error,hackerone.com/reports/268245,32,500.0
GitLab,CSRF-Token leak by request forgery,hackerone.com/reports/221432,3,0.0
Ubiquiti Inc.,Exposed API-key allows to control nightly builds of firmwares (█████████ &amp; ████████),hackerone.com/reports/179986,18,1250.0
WakaTime,Can link to websites from profile,hackerone.com/reports/275245,3,0.0
Weblate,Running 2 accounts with a single email [Part 2],hackerone.com/reports/241608,4,0.0
Weblate,Reset password more than once with a reset link #2,hackerone.com/reports/245450,5,0.0
WakaTime,password token validation,hackerone.com/reports/275242,3,0.0
Snapchat,Subdomain Takeover via Unclaimed WordPress site,hackerone.com/reports/274336,35,250.0
Unikrn,Persistent XSS found on bin.pinion.gg due to outdated FlowPlayer SWF file with Remote File Inclusion vulnerability.,hackerone.com/reports/254269,16,30.0
Unikrn,Weak Session ID Implementation - No Session change on Password change,hackerone.com/reports/272839,13,40.0
Gratipay,Adding Used Primary Email Address to attacker account and Account takeover,hackerone.com/reports/273647,1,0.0
Weblate,Application allowing old password to be set as new password | hosted.weblate.org,hackerone.com/reports/264934,4,0.0
Blockstack,Clickjacking https://blockstack.org/,hackerone.com/reports/269047,0,0.0
Weblate,Add another email address without verification,hackerone.com/reports/265987,3,0.0
Legal Robot,Wrong password validation message,hackerone.com/reports/265863,4,0.0
Boozt Fashion AB,Bruteforce Unlimited number of password attempts,hackerone.com/reports/272832,1,0.0
WordPress,Wordpress 4.8.1 - Rogue editor leads to RCE. And the risks of same origin frame scripting in general,hackerone.com/reports/263718,4,0.0
Boozt Fashion AB,Weak Password,hackerone.com/reports/255668,6,60.0
Snapchat,Subdomain Takeover via unclaimed UserVoice domain,hackerone.com/reports/269109,15,250.0
Legal Robot,Allowance of Meta/Null characters,hackerone.com/reports/274013,2,0.0
GitLab,"Race condition in GitLab import, giving access to other people their imports due to filename collision",hackerone.com/reports/214028,17,0.0
delight.im,Logout CSRF,hackerone.com/reports/267867,2,0.0
delight.im,Add movie or series CSRF,hackerone.com/reports/267865,3,0.0
HackerOne,Lack of input sanitization in Marketo form leads to execution of HTML in lead emails,hackerone.com/reports/220009,22,500.0
Ubiquiti Inc.,Unauthenticated Cross-Site Scripting in Web Management Console,hackerone.com/reports/121941,8,250.0
Ubiquiti Inc.,XSS on Nanostation Loco M2 Airmax,hackerone.com/reports/158287,8,500.0
Tor,Stack overflow in UnbindFromTree (browser can be crashed remotely),hackerone.com/reports/264481,1,0.0
Automattic,xss filter bypass [polldaddy],hackerone.com/reports/264832,20,150.0
WakaTime,Validation of Password reset tokens,hackerone.com/reports/273560,1,0.0
Gratipay,XSS found In Your Web,hackerone.com/reports/164922,1,0.0
Gratipay,protect against tabnabbing in statement,hackerone.com/reports/109161,7,10.0
Twitter,[dev.twitter.com] XSS and Open Redirect,hackerone.com/reports/260744,51,1120.0
Twitter,Sensitive Information Disclosure https://cards-dev.twitter.com,hackerone.com/reports/268888,16,280.0
ExpressionEngine,Reflective XSS,hackerone.com/reports/177943,4,0.0
Vimeo,Disclosure of sensitive information through Google Cloud Storage bucket,hackerone.com/reports/176013,21,500.0
